prolific_id,id,pe.smoothed_derived,utt.standardized,RT.pe,pe_task,custom_response,RT.uc,cost.uc,uc_task,education,gender,age,timeSpent
5ee454ad40c72e152991826e,independent_hl,0.85999856000576,blue falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.52999988000048,green falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.14000143999424003,blue does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.47000011999952007,green does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.48837212006483705,if blue falls green falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.785710204139941,if blue does not fall green falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.792451726597258,if green falls blue falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.9361683567303969,if green does not fall blue falls,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.511627879935163,if blue falls green does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.21428979586005917,if blue does not fall green does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.2075482734027419,if green falls blue does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.06383164326960311,if green does not fall blue does not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.85999856000576,blue might fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.14000143999424003,blue might not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.52999988000048,green might fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,independent_hl,0.47000011999952007,green might not fall,14013,NA,,13044,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.14000043999824,blue falls but green does not fall,16542,0.14,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,9.999960000159999e-7,green falls but blue does not fall,16542,0,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.18000027999888,both blocks fall,16542,0.18,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.67999828000688,neither block falls,16542,0.68,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.32000071999712,blue falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.18000127999488,green falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.67999928000288,blue does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.81999872000512,green does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.5624996093774414,if blue falls green falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,1.4705839100473233e-6,if blue does not fall green falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.9999944445061723,if green falls blue falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.17073251040851117,if green does not fall blue falls,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.43750039062255863,if blue falls green does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.99999852941609,if blue does not fall green does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,5.555493827846358e-6,if green falls blue does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.8292674895914889,if green does not fall blue does not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.32000071999712,blue might fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.67999928000288,blue might not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.18000127999488,green might fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if2_ll,0.81999872000512,green might not fall,16542,NA,,8301,2,neither block falls,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if1_u-Lh,0.33999964000143995,blue falls but green does not fall,13790,0.34,,10238,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if1_u-Lh,9.999960000159999e-7,green falls but blue does not fall,13790,0,,10238,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if1_u-Lh,0.5399988400046399,both blocks fall,13790,0.54,,10238,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
5ee454ad40c72e152991826e,if1_u-Lh,0.12000051999792,neither block falls,13790,0.12,,10238,5,the blue block falls but the green block does not,Higher Degree,male,48,22.705416666666668
